ba_name,freq,market,net_exp_MW,timestamp
CAISO,1hr,DAM,-6624.8,2017-10-30 13:00:00+00:00
CAISO,1hr,DAM,-6541.0,2017-10-30 14:00:00+00:00
CAISO,1hr,DAM,-6128.37,2017-10-30 15:00:00+00:00
CAISO,1hr,DAM,-5594.2,2017-10-30 16:00:00+00:00
CAISO,1hr,DAM,-4999.39,2017-10-30 17:00:00+00:00
CAISO,1hr,DAM,-4908.66,2017-10-30 18:00:00+00:00
CAISO,1hr,DAM,-4950.0,2017-10-30 19:00:00+00:00
CAISO,1hr,DAM,-5127.0,2017-10-30 20:00:00+00:00
CAISO,1hr,DAM,-5239.0,2017-10-30 21:00:00+00:00
CAISO,1hr,DAM,-5358.0,2017-10-30 22:00:00+00:00
CAISO,1hr,DAM,-6017.4,2017-10-30 23:00:00+00:00
CAISO,1hr,DAM,-7034.860000000001,2017-10-31 00:00:00+00:00
CAISO,1hr,DAM,-7134.0,2017-10-31 01:00:00+00:00
CAISO,1hr,DAM,-7174.0,2017-10-31 02:00:00+00:00
CAISO,1hr,DAM,-7244.0,2017-10-31 03:00:00+00:00
CAISO,1hr,DAM,-7096.0,2017-10-31 04:00:00+00:00
CAISO,1hr,DAM,-6121.6,2017-10-31 05:00:00+00:00
CAISO,1hr,DAM,-5655.2,2017-10-31 06:00:00+00:00
CAISO,1hr,DAM,-5176.0,2017-10-31 07:00:00+00:00
CAISO,1hr,DAM,-5150.0,2017-10-31 08:00:00+00:00
CAISO,1hr,DAM,-4875.38,2017-10-31 09:00:00+00:00
CAISO,1hr,DAM,-4888.52,2017-10-31 10:00:00+00:00
CAISO,1hr,DAM,-5228.0,2017-10-31 11:00:00+00:00
CAISO,1hr,DAM,-5701.4,2017-10-31 12:00:00+00:00
CAISO,1hr,DAM,-6914.8,2017-10-31 13:00:00+00:00
CAISO,1hr,DAM,-7015.0,2017-10-31 14:00:00+00:00
CAISO,1hr,DAM,-6383.69,2017-10-31 15:00:00+00:00
CAISO,1hr,DAM,-5807.58,2017-10-31 16:00:00+00:00
CAISO,1hr,DAM,-5510.0,2017-10-31 17:00:00+00:00
CAISO,1hr,DAM,-5411.37,2017-10-31 18:00:00+00:00
CAISO,1hr,DAM,-5164.0,2017-10-31 19:00:00+00:00
CAISO,1hr,DAM,-5255.0,2017-10-31 20:00:00+00:00
CAISO,1hr,DAM,-5543.0,2017-10-31 21:00:00+00:00
CAISO,1hr,DAM,-5738.0,2017-10-31 22:00:00+00:00
CAISO,1hr,DAM,-6594.47,2017-10-31 23:00:00+00:00
CAISO,1hr,DAM,-7152.870000000001,2017-11-01 00:00:00+00:00
CAISO,1hr,DAM,-7210.57,2017-11-01 01:00:00+00:00
CAISO,1hr,DAM,-7096.91,2017-11-01 02:00:00+00:00
CAISO,1hr,DAM,-7232.0,2017-11-01 03:00:00+00:00
CAISO,1hr,DAM,-7209.18,2017-11-01 04:00:00+00:00
CAISO,1hr,DAM,-6351.0,2017-11-01 05:00:00+00:00
